pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
38308781,Nitrate reduces copper toxicity by preventing oxidative stress and inhibiting copper translocation from roots to shoots in Liriodendron Chinense.,Environmental science and pollution research international,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38310266,"Comparison of the efficacy and tolerability of elobixibat plus sodium picosulfate with magnesium citrate and split-dose 2-L polyethylene glycol with ascorbic acid for bowel preparation before outpatient colonoscopy: a study protocol for the multicentre, randomised, controlled E-PLUS trial.",BMC gastroenterology,2024,clinical trial,False,Japan,exclude,R5_not_subject,,,R-A
38310502,"Clinicopathologic Characteristics, Etiologies, and Outcome of Secondary Oxalate Nephropathy.",Mayo Clinic proceedings,2024,cohort/observational,False,United States,include,,oxalate nephropathy / AKI (vitamin C ingestion),confirmed_risk,R-A + R-B (adjudicated)
38333779,Silicon ameliorates cadmium (Cd) toxicity in pearl millet by inducing antioxidant defense system.,Heliyon,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38359557,Strigolactone and nitric oxide collaborate synergistically to boost tomato seedling resilience to arsenic toxicity via modulating physiology and antioxidant system.,Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38362448,Boosting cadmium tolerance in ,Frontiers in plant science,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38365603,Pediatric scurvy case report: a novel presentation with deep vein thrombosis secondary to large bilateral spontaneous iliac subperiosteal hematomas.,BMC pediatrics,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, DVT/hematoma)",,R-A + R-B (adjudicated)
38387171,Cytokinin and indole-3-acetic acid crosstalk is indispensable for silicon mediated chromium stress tolerance in roots of wheat seedlings.,Journal of hazardous materials,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38395180,"Irvingia gabonensis baill. (African Mango): A comprehensive review of its ethnopharmacological significance, unveiling its long-standing history and therapeutic potential.",Journal of ethnopharmacology,2024,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
38396179,Cadmium negatively affects the growth and physiological status and the alleviation effects by exogenous selenium in silage maize (Zea mays L.).,Environmental science and pollution research international,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38402801,"Hesperidin and chlorogenic acid mitigate arsenic-induced oxidative stress via redox regulation, photosystems-related gene expression, and antioxidant efficiency in the chloroplasts of Zea mays.",Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38405188,Effect of IV ferric carboxy maltose for moderate/severe anemia: a systematic review and meta-analysis.,Frontiers in medicine,2024,review/meta-analysis,False,India,exclude,R5_not_subject,,,R-A
38413462,Deficient butyrate metabolism in the intestinal microbiome is a potential risk factor for recurrent kidney stone disease.,Urolithiasis,2024,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
38417944,Vitamin C Deficiency as a Mimicker of a Coagulation Disorder.,BMJ case reports,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, haemorrhage)",,R-A + R-B (adjudicated)
38420854,Chemical and Cellular Formation of Reactive Oxygen Species from Secondary Organic Aerosols in Epithelial Lining Fluid.,Research report (Health Effects Institute),2023,other,False,NR,exclude,R3_reagent,,,R-A
38422190,Orthopaedic Manifestations of Scurvy in an Otherwise Healthy Child from a Low Opportunity Index Neighborhood: A Case Report.,JBJS case connector,2024,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, orthopaedic)",,R-A + R-B (adjudicated)
38422737,"Toxicological effects and mechanisms of lithium on growth, photosynthesis and antioxidant system in the freshwater microalga Chromochloris zofingiensis.",Journal of hazardous materials,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38434836,Enhancement of Vitamin C's Protective Effect against Thimerosal-Induced Neurotoxicity in the Cerebral Cortex of Wistar Albino Rats: An ,ACS omega,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38435139,The Use of Herbal Medicines Among Cancer Patients.,Cureus,2024,cohort/observational,False,Portugal,exclude,R5_not_subject,,,R-A
38436002,"A review on the traditional uses, nutritive importance, pharmacognostic features, phytochemicals, and pharmacology of ",PeerJ,2024,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
38447422,Biochemical and molecular responses of the ascorbate-glutathione cycle in wheat seedlings exposed to different forms of selenium.,Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38447616,Therapeutic potential of traditional Chinese medicine in the prevention and treatment of digestive inflammatory cancer transformation: Portulaca oleracea L. as a promising drug.,Journal of ethnopharmacology,2024,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
38452159,Attenuation of Oxidative Stress in Erythrocytes Stored with Vitamin C and l-Carnitine in Additive Solution-7.,Biopreservation and biobanking,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38452239,Evolutionary insights into strategy shifts for the safe and effective accumulation of ascorbate in plants.,Journal of experimental botany,2024,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
38460367,Effect of high-dose vitamin C on renal ischemia-reperfusion injury.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38462975,Click Reaction-Mediated Fluorescent Immunosensor Based on Cu-MOF Nanoparticles for Ultrasensitive and High-Throughput Detection of Aflatoxin B,Journal of agricultural and food chemistry,2024,other,False,NR,exclude,R3_reagent,,,R-A
38471951,[Mitigative Effect of Rare Earth Element Cerium on the Growth of Zinc-stressed Wheat （,Huan jing ke xue= Huanjing kexue,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38473779,The Vitamin C Enantiomers Possess a Comparable Potency in the Induction of Oxidative Stress in Cancer Cells but Differ in Their Toxicity.,International journal of molecular sciences,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38474422,Chlorine-Induced Toxicity on Murine Cornea: Exploring the Potential Therapeutic Role of Antioxidants.,Cells,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38484185,Increase in the frequency of scurvy in children with food selectivity: A case series.,Archivos argentinos de pediatria,2024,case series,False,Argentina,exclude,R2_no_ae,scurvy (deficiency) in children,,R-A + R-B (adjudicated)
38492010,"Efficacy, tolerability, and safety of oral sulfate tablet versus 2 L-polyethylene glycol/ascorbate for bowel preparation in older patients: prospective, multicenter, investigator single-blinded, randomized study.",Journal of gastroenterology,2024,clinical trial,False,NR,include,,bowel-prep tolerability/safety (PEG/Asc),no_problem,R-A + R-B (adjudicated)
38492386,Natural organic small molecules promote the aging of plastic wastes and refractory carbon decomposition in water.,Journal of hazardous materials,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38500054,Oxalate nephropathy after pancreaticoduodenectomy: a case report.,BMC nephrology,2024,case report,True,NR,include,,oxalate nephropathy / AKI (vitamin C),confirmed_risk,R-A + R-B (adjudicated)
38511423,"Gait Disturbance … of Red Herrings, Oranges, and Lemons - A Case of Missed Vitamin C Deficiency and Lessons Learnt.",Acta medica (Hradec Kralove),2023,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, gait)",,R-A + R-B (adjudicated)
38520801,"Evidence of non-adult vitamin C deficiency in three early medieval sites in the Jaun/Podjuna Valley, Carinthia, Austria.",International journal of paleopathology,2024,cohort/observational,False,Austria,exclude,R2_no_ae,"scurvy (deficiency, paleopathological)",,R-A + R-B (adjudicated)
38524408,Mitigation of Salinity Stress and Lead Toxicity in Maize by Exogenous Application of the Sorghum Water Extract.,ACS omega,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38539894,Pharmacologic Ascorbate Radiosensitizes Pancreatic Cancer but Radioprotects Normal Tissue: The Role of Oxidative Stress-Induced Lipid Peroxidation.,"Antioxidants (Basel, Switzerland)",2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38561536,"Influence of bioaugmented fungi on tolerance, growth and phytoremediation ability of Prosopis juliflora Sw. DC in heavy metal-polluted landfill soil.",Environmental science and pollution research international,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38564076,Multivitamins co-intake can reduce the prevalence of kidney stones: a large-scale cross-sectional study.,International urology and nephrology,2024,cohort/observational,False,United States,include,,kidney stones - high vitamin C may increase risk (signal),emerging,R-A + R-B (adjudicated)
38587605,Acute oxalate nephropathy: exploring the role of excess dietary oxalate intake.,CEN case reports,2024,case series,False,NR,include,,oxalate nephropathy / AKI (vitamin C / dietary oxalate),confirmed_risk,R-A + R-B (adjudicated)
38593954,Probiotics Pediococcus acidilactici GR-1 promotes the functional strains and remodels gut microbiota to reduce the Cr(VI) toxicity in a dual-chamber simulated intestinal system.,Chemosphere,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38593960,Insights into the growth and biochemical defense responses associated with fenitrothion toxicity and uptake by freshwater cyanobacteria.,Chemosphere,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38597120,"Ascorbic acid attenuates gasoline-induced testicular toxicity, sperm quality deterioration, and testosterone imbalance in rats.",Toxicology and industrial health,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38599327,"The characterization of plant derived-carbon dots and its responses on chlorophyll a fluorescence kinetics, radical accumulation in guard cells, cellular redox state and antioxidant system in chromium stressed-Lactuca sativa.",Chemosphere,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38611954,,"Molecules (Basel, Switzerland)",2024,other,False,NR,exclude,R6_food_materials,,,R-A
38614957,Quest for a stable Cu-ligand complex with a high catalytic activity to produce reactive oxygen species.,Metallomics : integrated biometal science,2024,other,False,NR,exclude,R3_reagent,,,R-A
38623209,Beneath the rind: A review on the remarkable health benefits and applications of the wood apple fruit.,Heliyon,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38631447,Evaluating efficacy of Pseudomonas sp. EN-4 to lower the toxic potential of 4-bromophenol and assessing its competency in simulated microcosm.,"Environmental pollution (Barking, Essex : 1987)",2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
38636254,"Zinc oxide nanoparticles and Klebsiella sp. SBP-8 alleviates chromium toxicity in Brassica juncea by regulation of antioxidant capacity, osmolyte production, nutritional content and reduction in chromium adsorption.",Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38659000,Research advances on molecular mechanism and natural product therapy of iron metabolism in heart failure.,European journal of medical research,2024,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
38695492,A 7-year-old boy with scurvy owing to coeliac disease.,Paediatrics and international child health,2024,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
38710427,Silicon and selenium alleviate cadmium toxicity in Artemisia selengensis Turcz by regulating the plant-rhizosphere.,Environmental research,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38717779,A 3-Year-Old With Gingival Hemorrhage and Musculoskeletal Pain.,JAMA,2024,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
38731988,"Physiological, Transcriptome, and Metabolome Analyses Reveal the Tolerance to Cu Toxicity in Red Macroalgae ",International journal of molecular sciences,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38735908,Crosstalk between melatonin and nitric oxide restrains Cadmium-induced oxidative stress and enhances vinblastine biosynthesis in Catharanthus roseus (L) G Don.,Plant cell reports,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38739962,The role of reduced graphene oxide on mitigation of lead phytotoxicity in Triticum aestivum L.plants at morphological and physiological levels.,Plant physiology and biochemistry : PPB,2024,other,False,NR,exclude,R6_food_materials,,,R-A
38743135,Assessment of the Effect of Surface Modification of Metal Oxides on Silver Nanoparticles: Optical Properties and Potential Toxicity.,Cell biochemistry and biophysics,2024,other,False,NR,exclude,R3_reagent,,,R-A
